date,prcp(mm/day),tmax(C),tmin(C),QObs(mm/d),user_data
1990-12-13,0.0,-0.67,-10.7,1.37,"With no rain around, everything seems a bit dusty. A steady, noticeable flow in the river brought life to the scene."
1990-12-14,0.0,2.21,-14.21,1.2812,"With no rain around, everything seems a bit dusty. A steady, noticeable flow in the river brought life to the scene."
1990-12-15,0.0,-8.6,-15.86,1.2495,"With no rain around, everything seems a bit dusty. The river seemed vibrant, moving along with moderate strength."
1990-12-16,13.87,-2.3,-12.26,1.2082,"It rained quite heavily, leaving deep puddles around. A healthy flow in the river, moving at a balanced pace."
1990-12-17,15.59,-1.73,-4.67,1.1385,"The rain came down hard, flooding the usual spots. A healthy flow in the river, moving at a balanced pace."
1990-12-18,0.0,0.72,-9.2,1.1099,"A completely dry day—no signs of rain. The river was lively today, flowing with moderate energy."
1990-12-19,11.04,3.77,-3.94,1.3319,"A strong rainfall today, making the landscape feel lush and saturated. A steady, noticeable flow in the river brought life to the scene."
1990-12-20,0.0,1.35,-15.77,1.3858,"A completely dry day—no signs of rain. The river seemed vibrant, moving along with moderate strength."
1990-12-21,0.0,-5.71,-17.2,1.0719,"A completely dry day—no signs of rain. The river was lively today, flowing with moderate energy."
1990-12-22,7.81,1.31,-8.94,1.2495,"It rained quite heavily, leaving deep puddles around. A healthy flow in the river, moving at a balanced pace."
1990-12-23,4.28,6.47,0.77,1.9059,"The rain poured down heavily, soaking everything in sight. The river was lively today, flowing with moderate energy."
1990-12-24,18.44,9.96,-1.26,6.3742,"The rain poured down heavily, soaking everything in sight. A fast-moving river today, splashing along with vigor."
1990-12-25,6.05,0.1,-11.1,6.6913,"The rain came down hard, flooding the usual spots. The river moved swiftly, carrying debris in its strong currents."
1990-12-26,0.0,-5.84,-12.04,4.0592,"Skies were clear all day; no rain touched the ground. A fast-moving river today, splashing along with vigor."
1990-12-27,0.0,-4.46,-18.16,2.8002,"Skies were clear all day; no rain touched the ground. A fast-moving river today, splashing along with vigor."
1990-12-28,0.0,-10.56,-18.71,2.1438,"Not a drop of rain today; it feels like the area could use some moisture. The river was lively today, flowing with moderate energy."
1990-12-29,2.16,-4.65,-14.88,1.6744,"The rain today was steady but not overwhelming, just enough to freshen things up. A steady, noticeable flow in the river brought life to the scene."
1990-12-30,4.57,3.4,-4.86,1.6712,"The rain came down hard, flooding the usual spots. The river seemed vibrant, moving along with moderate strength."
1990-12-31,4.43,5.81,-11.44,1.8583,"A strong rainfall today, making the landscape feel lush and saturated. The river was lively today, flowing with moderate energy."
1991-01-01,0.0,-9.86,-19.69,1.7252,"A completely dry day—no signs of rain. The river was lively today, flowing with moderate energy."
1991-01-02,0.0,-6.29,-18.58,1.3953,"A completely dry day—no signs of rain. The river seemed vibrant, moving along with moderate strength."
1991-01-03,0.0,-1.25,-11.66,1.2939,"Skies were clear all day; no rain touched the ground. The river seemed vibrant, moving along with moderate strength."
1991-01-04,0.0,-8.42,-19.17,1.2653,"Not a drop of rain today; it feels like the area could use some moisture. The river was lively today, flowing with moderate energy."
1991-01-05,0.0,-4.58,-16.28,1.2209,"Not a drop of rain today; it feels like the area could use some moisture. A steady, noticeable flow in the river brought life to the scene."
1991-01-06,3.1,-2.45,-9.98,1.1797,"Enough rain fell to give the plants a good drink. The river seemed vibrant, moving along with moderate strength."
1991-01-07,0.0,-1.8,-13.19,1.167,"A completely dry day—no signs of rain. A healthy flow in the river, moving at a balanced pace."
1991-01-08,0.0,-11.27,-24.76,1.1512,"Skies were clear all day; no rain touched the ground. The river seemed vibrant, moving along with moderate strength."
1991-01-09,0.0,-14.12,-24.99,1.1385,"Skies were clear all day; no rain touched the ground. A steady, noticeable flow in the river brought life to the scene."
1991-01-10,4.58,-3.36,-19.4,1.1099,"A strong rainfall today, making the landscape feel lush and saturated. The river seemed vibrant, moving along with moderate strength."
1991-01-11,0.0,-6.84,-23.89,1.0973,"Skies were clear all day; no rain touched the ground. The river seemed vibrant, moving along with moderate strength."
1991-01-12,20.14,-15.17,-23.6,1.0211,"The rain poured down heavily, soaking everything in sight. A steady, noticeable flow in the river brought life to the scene."
1991-01-13,13.94,-10.5,-17.63,0.9831,"A strong rainfall today, making the landscape feel lush and saturated. The river flowed gently, enough to keep the water clear."
1991-01-14,0.0,-8.46,-18.2,0.945,"A completely dry day—no signs of rain. With a quiet pace, the river meandered gently along."
1991-01-15,2.0,-4.58,-15.53,0.9006,"Some steady rain brought a refreshing feel to the surroundings. The river flowed gently, enough to keep the water clear."
1991-01-16,5.34,-1.8,-7.1,0.8816,"It rained quite heavily, leaving deep puddles around. A smooth and gentle flow was visible in the river today."
1991-01-17,12.75,1.65,-3.22,0.9577,"A strong rainfall today, making the landscape feel lush and saturated. With a quiet pace, the river meandered gently along."
1991-01-18,0.0,2.13,-7.6,0.9958,"Skies were clear all day; no rain touched the ground. With a quiet pace, the river meandered gently along."
1991-01-19,1.4,-1.17,-18.81,0.8753,"A bit of drizzle came down, just enough to be felt. With a quiet pace, the river meandered gently along."
1991-01-20,0.0,-5.27,-17.9,0.7579,"Not a drop of rain today; it feels like the area could use some moisture. With a quiet pace, the river meandered gently along."
1991-01-21,0.0,1.37,-18.95,0.7167,"Not a drop of rain today; it feels like the area could use some moisture. With a quiet pace, the river meandered gently along."
1991-01-22,0.0,-13.22,-24.78,0.6786,"A completely dry day—no signs of rain. The river moved along quietly, with a gentle, relaxed flow."
1991-01-23,0.0,-14.39,-28.36,0.6691,"A completely dry day—no signs of rain. With a quiet pace, the river meandered gently along."
1991-01-24,1.26,-8.31,-25.15,0.6596,"A bit of drizzle came down, just enough to be felt. A smooth and gentle flow was visible in the river today."
1991-01-25,0.0,-3.56,-24.35,0.6501,"With no rain around, everything seems a bit dusty. The river moved along quietly, with a gentle, relaxed flow."
1991-01-26,0.0,-17.55,-28.88,0.6406,"Skies were clear all day; no rain touched the ground. With a quiet pace, the river meandered gently along."
1991-01-27,0.0,-7.3,-25.56,0.6342,"A completely dry day—no signs of rain. With a quiet pace, the river meandered gently along."
1991-01-28,1.16,-1.79,-19.6,0.6247,"The rain was so light, it hardly made a difference. The river flowed gently, enough to keep the water clear."
1991-01-29,0.0,1.85,-10.99,0.6152,"A completely dry day—no signs of rain. The river flowed gently, enough to keep the water clear."
1991-01-30,3.32,-1.52,-10.48,0.6025,"Enough rain fell to give the plants a good drink. The river moved along quietly, with a gentle, relaxed flow."
1991-01-31,11.88,-0.48,-9.88,0.6691,"The rain came down hard, flooding the usual spots. With a quiet pace, the river meandered gently along."
1991-02-01,0.0,-6.69,-19.39,0.6406,"A completely dry day—no signs of rain. The river moved along quietly, with a gentle, relaxed flow."
1991-02-02,0.0,-13.28,-28.54,0.6152,"With no rain around, everything seems a bit dusty. With a quiet pace, the river meandered gently along."
1991-02-03,0.0,3.1,-20.33,0.6152,"A completely dry day—no signs of rain. With a quiet pace, the river meandered gently along."
1991-02-04,0.0,8.78,-4.98,0.6596,A completely dry day—no signs of rain. A smooth and gentle flow was visible in the river today.
1991-02-05,0.0,7.39,-4.4,0.6342,"With no rain around, everything seems a bit dusty. The river moved along quietly, with a gentle, relaxed flow."
1991-02-06,0.0,5.92,-1.18,0.6501,"Not a drop of rain today; it feels like the area could use some moisture. The river moved along quietly, with a gentle, relaxed flow."
1991-02-07,0.0,2.72,-2.32,0.6786,"With no rain around, everything seems a bit dusty. The river flowed gently, enough to keep the water clear."
1991-02-08,3.0,0.97,-5.22,0.6882,"A decent rainfall that left the ground well-soaked. The river moved along quietly, with a gentle, relaxed flow."
1991-02-09,0.0,5.31,-7.28,0.6786,"With no rain around, everything seems a bit dusty. The river moved along quietly, with a gentle, relaxed flow."
1991-02-10,0.0,5.22,-8.09,0.6691,"Skies were clear all day; no rain touched the ground. The river flowed gently, enough to keep the water clear."
1991-02-11,0.0,1.35,-19.25,0.6247,"With no rain around, everything seems a bit dusty. A smooth and gentle flow was visible in the river today."
1991-02-12,0.0,-4.34,-22.29,0.5486,"With no rain around, everything seems a bit dusty. With a quiet pace, the river meandered gently along."
1991-02-13,0.0,-12.35,-22.21,0.4884,"A completely dry day—no signs of rain. Slow and still, the river's flow was almost unnoticeable."
1991-02-14,0.0,-4.03,-17.97,0.4662,Not a drop of rain today; it feels like the area could use some moisture. The river was barely moving; it seemed almost stagnant.
1991-02-15,13.31,-5.95,-10.29,0.4471,"The rain came down hard, flooding the usual spots. Slow and still, the river's flow was almost unnoticeable."
1991-02-16,4.52,-1.71,-18.18,0.4281,"It rained quite heavily, leaving deep puddles around. The river was barely moving; it seemed almost stagnant."
1991-02-17,0.0,-11.92,-22.01,0.4091,Skies were clear all day; no rain touched the ground. The river was barely moving; it seemed almost stagnant.
1991-02-18,0.0,-2.87,-19.29,0.3932,Skies were clear all day; no rain touched the ground. The river was barely moving; it seemed almost stagnant.
1991-02-19,2.12,-1.59,-18.82,0.3837,"Some steady rain brought a refreshing feel to the surroundings. Slow and still, the river's flow was almost unnoticeable."
1991-02-20,5.43,1.63,-8.1,0.4471,"The rain poured down heavily, soaking everything in sight. A calm river today, trickling at a very slow pace."
1991-02-21,0.0,4.92,-3.8,0.6279,"Not a drop of rain today; it feels like the area could use some moisture. The river flowed gently, enough to keep the water clear."
1991-02-22,0.0,2.54,-3.47,0.7484,Skies were clear all day; no rain touched the ground. A smooth and gentle flow was visible in the river today.
1991-02-23,3.62,6.41,-21.0,0.7262,"The rain came down hard, flooding the usual spots. The river flowed gently, enough to keep the water clear."
1991-02-24,0.0,-11.83,-20.9,0.6786,A completely dry day—no signs of rain. A smooth and gentle flow was visible in the river today.
1991-02-25,2.15,-6.53,-18.2,0.6501,A decent rainfall that left the ground well-soaked. A smooth and gentle flow was visible in the river today.
1991-02-26,0.0,-1.11,-19.24,0.6152,"Not a drop of rain today; it feels like the area could use some moisture. The river flowed gently, enough to keep the water clear."
1991-02-27,0.0,-1.65,-20.67,0.593,"With no rain around, everything seems a bit dusty. The river moved along quietly, with a gentle, relaxed flow."
1991-02-28,0.0,-2.44,-20.23,0.5708,"Skies were clear all day; no rain touched the ground. The river flowed gently, enough to keep the water clear."
1991-03-01,0.0,-1.17,-16.11,0.5486,"With no rain around, everything seems a bit dusty. The river moved along quietly, with a gentle, relaxed flow."
1991-03-02,0.0,3.75,-9.71,0.5899,"With no rain around, everything seems a bit dusty. The river moved along quietly, with a gentle, relaxed flow."
1991-03-03,9.32,6.78,-0.68,0.8467,"The rain poured down heavily, soaking everything in sight. With a quiet pace, the river meandered gently along."
1991-03-04,17.64,2.65,-6.38,1.4715,"The rain poured down heavily, soaking everything in sight. The river was lively today, flowing with moderate energy."
1991-03-05,9.91,-2.02,-6.28,1.7252,"A strong rainfall today, making the landscape feel lush and saturated. The river seemed vibrant, moving along with moderate strength."
1991-03-06,0.06,-2.2,-10.05,1.4524,"With no rain around, everything seems a bit dusty. The river was lively today, flowing with moderate energy."
1991-03-07,5.69,3.17,-9.14,1.4968,"The rain came down hard, flooding the usual spots. The river seemed vibrant, moving along with moderate strength."
1991-03-08,21.04,2.61,-13.32,3.9006,"It rained quite heavily, leaving deep puddles around. A fast-moving river today, splashing along with vigor."
1991-03-09,0.0,-7.1,-14.04,5.9302,"A completely dry day—no signs of rain. A fast-moving river today, splashing along with vigor."
1991-03-10,2.36,-3.35,-12.89,4.5666,A decent rainfall that left the ground well-soaked. The river rushed past with powerful currents.
1991-03-11,3.27,-3.43,-8.29,2.3531,"Some steady rain brought a refreshing feel to the surroundings. The river seemed vibrant, moving along with moderate strength."
1991-03-12,0.13,0.1,-6.6,1.5159,"Not a drop of rain today; it feels like the area could use some moisture. A steady, noticeable flow in the river brought life to the scene."
1991-03-13,0.0,2.04,-3.62,1.1924,"Not a drop of rain today; it feels like the area could use some moisture. A healthy flow in the river, moving at a balanced pace."
1991-03-14,0.0,3.53,-2.68,1.1036,"With no rain around, everything seems a bit dusty. The river was lively today, flowing with moderate energy."
1991-03-15,0.0,2.76,-5.85,1.0655,"Not a drop of rain today; it feels like the area could use some moisture. The river was lively today, flowing with moderate energy."
1991-03-16,0.0,3.46,-8.59,1.0497,"Not a drop of rain today; it feels like the area could use some moisture. A healthy flow in the river, moving at a balanced pace."
1991-03-17,0.0,4.13,-9.01,1.0433,"Not a drop of rain today; it feels like the area could use some moisture. The river seemed vibrant, moving along with moderate strength."
1991-03-18,0.0,7.05,-8.82,1.1131,"A completely dry day—no signs of rain. The river seemed vibrant, moving along with moderate strength."
1991-03-19,21.1,6.36,-6.92,2.3087,"A strong rainfall today, making the landscape feel lush and saturated. A steady, noticeable flow in the river brought life to the scene."
1991-03-20,9.89,3.5,-1.0,6.0571,"It rained quite heavily, leaving deep puddles around. A fast-moving river today, splashing along with vigor."
1991-03-21,0.0,1.12,-10.2,4.6934,"Not a drop of rain today; it feels like the area could use some moisture. It flowed fast today, with strong, surging energy."
1991-03-22,0.0,1.51,-12.97,3.3932,Not a drop of rain today; it feels like the area could use some moisture. The river rushed past with powerful currents.
1991-03-23,0.0,3.45,-12.25,2.4292,"Skies were clear all day; no rain touched the ground. The river was lively today, flowing with moderate energy."
1991-03-24,21.89,-0.53,-9.64,2.0518,"The rain came down hard, flooding the usual spots. A healthy flow in the river, moving at a balanced pace."
1991-03-25,8.04,0.11,-5.07,1.8298,"It rained quite heavily, leaving deep puddles around. The river seemed vibrant, moving along with moderate strength."
1991-03-26,0.0,4.96,-10.37,1.6966,"A completely dry day—no signs of rain. The river was lively today, flowing with moderate energy."
1991-03-27,0.0,9.15,-9.62,1.8425,"A completely dry day—no signs of rain. The river was lively today, flowing with moderate energy."
1991-03-28,15.82,10.02,-6.12,4.2495,"The rain poured down heavily, soaking everything in sight. It flowed fast today, with strong, surging energy."
1991-03-29,0.0,10.55,-0.77,6.6913,A completely dry day—no signs of rain. The river rushed past with powerful currents.
1991-03-30,0.0,8.02,-4.67,5.8034,Skies were clear all day; no rain touched the ground. The river rushed past with powerful currents.
1991-03-31,0.0,0.13,-10.27,4.2812,"A completely dry day—no signs of rain. It flowed fast today, with strong, surging energy."
1991-04-01,0.0,3.83,-8.86,3.5201,"Skies were clear all day; no rain touched the ground. It flowed fast today, with strong, surging energy."
1991-04-02,0.0,4.2,-6.74,3.1332,"A completely dry day—no signs of rain. A fast-moving river today, splashing along with vigor."
1991-04-03,0.0,6.37,-5.13,3.1046,"Not a drop of rain today; it feels like the area could use some moisture. A fast-moving river today, splashing along with vigor."
1991-04-04,0.0,7.07,-4.13,3.5201,Not a drop of rain today; it feels like the area could use some moisture. The river rushed past with powerful currents.
1991-04-05,0.0,15.26,-0.99,5.6765,"A completely dry day—no signs of rain. The river moved swiftly, carrying debris in its strong currents."
1991-04-06,0.08,16.96,2.29,9.2283,"With no rain around, everything seems a bit dusty. The river rushed past with powerful currents."
1991-04-07,6.04,15.13,2.21,13.5095,"It rained quite heavily, leaving deep puddles around. A fast-moving river today, splashing along with vigor."
1991-04-08,4.45,8.87,2.05,12.6215,"The rain came down hard, flooding the usual spots. The river rushed past with powerful currents."
1991-04-09,16.57,15.56,2.08,17.759,"It rained quite heavily, leaving deep puddles around. The river rushed past with powerful currents."
1991-04-10,14.44,6.1,-0.43,20.8668,"A strong rainfall today, making the landscape feel lush and saturated. The river moved swiftly, carrying debris in its strong currents."
1991-04-11,6.17,2.64,-0.28,12.9387,"The rain came down hard, flooding the usual spots. The river moved swiftly, carrying debris in its strong currents."
1991-04-12,0.0,2.11,-3.08,8.4038,"A completely dry day—no signs of rain. The river moved swiftly, carrying debris in its strong currents."
1991-04-13,0.0,4.08,-4.38,6.0254,"With no rain around, everything seems a bit dusty. It flowed fast today, with strong, surging energy."
1991-04-14,0.0,8.72,-6.18,4.9789,"Skies were clear all day; no rain touched the ground. A fast-moving river today, splashing along with vigor."
1991-04-15,0.0,12.06,-4.68,5.0106,"Skies were clear all day; no rain touched the ground. The river moved swiftly, carrying debris in its strong currents."
1991-04-16,10.14,11.81,-2.37,5.74,"The rain poured down heavily, soaking everything in sight. The river rushed past with powerful currents."
1991-04-17,8.21,1.84,-0.89,5.8351,"The rain poured down heavily, soaking everything in sight. The river rushed past with powerful currents."
1991-04-18,0.0,3.11,-1.03,4.8837,Not a drop of rain today; it feels like the area could use some moisture. The river rushed past with powerful currents.
1991-04-19,0.0,8.67,-4.36,4.9789,"A completely dry day—no signs of rain. The river moved swiftly, carrying debris in its strong currents."
1991-04-20,0.0,13.06,-3.48,4.9154,"Not a drop of rain today; it feels like the area could use some moisture. A fast-moving river today, splashing along with vigor."
1991-04-21,0.0,12.95,-0.95,5.2008,"Not a drop of rain today; it feels like the area could use some moisture. It flowed fast today, with strong, surging energy."
1991-04-22,24.85,5.39,2.33,13.1924,"A strong rainfall today, making the landscape feel lush and saturated. A fast-moving river today, splashing along with vigor."
1991-04-23,9.42,8.45,2.13,14.1437,"It rained quite heavily, leaving deep puddles around. The river moved swiftly, carrying debris in its strong currents."
1991-04-24,0.0,10.0,-2.56,8.9746,"With no rain around, everything seems a bit dusty. A fast-moving river today, splashing along with vigor."
1991-04-25,0.0,17.94,-1.32,6.3742,Not a drop of rain today; it feels like the area could use some moisture. The river rushed past with powerful currents.
1991-04-26,0.0,16.7,-1.61,5.1374,"With no rain around, everything seems a bit dusty. The river rushed past with powerful currents."
1991-04-27,0.0,20.69,-0.91,4.2495,"Skies were clear all day; no rain touched the ground. The river moved swiftly, carrying debris in its strong currents."
1991-04-28,0.0,15.41,-2.61,3.4884,"With no rain around, everything seems a bit dusty. It flowed fast today, with strong, surging energy."
1991-04-29,0.0,14.51,-2.96,2.9049,"With no rain around, everything seems a bit dusty. The river moved swiftly, carrying debris in its strong currents."
1991-04-30,0.0,19.92,-1.32,2.5085,"With no rain around, everything seems a bit dusty. The river moved swiftly, carrying debris in its strong currents."
1991-05-01,8.38,14.68,2.82,2.686,"A strong rainfall today, making the landscape feel lush and saturated. The river rushed past with powerful currents."
1991-05-02,5.51,14.5,4.51,3.0317,"It rained quite heavily, leaving deep puddles around. The river moved swiftly, carrying debris in its strong currents."
1991-05-03,4.2,13.78,4.01,3.0254,"It rained quite heavily, leaving deep puddles around. It flowed fast today, with strong, surging energy."
1991-05-04,1.1,9.92,4.1,2.5719,"A bit of drizzle came down, just enough to be felt. A fast-moving river today, splashing along with vigor."
1991-05-05,0.0,10.51,3.09,2.2262,"Not a drop of rain today; it feels like the area could use some moisture. The river seemed vibrant, moving along with moderate strength."
1991-05-06,0.0,16.8,0.7,1.9027,"A completely dry day—no signs of rain. The river seemed vibrant, moving along with moderate strength."
1991-05-07,22.16,14.49,3.57,4.6617,"A strong rainfall today, making the landscape feel lush and saturated. The river moved swiftly, carrying debris in its strong currents."
1991-05-08,0.0,14.58,5.26,4.186,"With no rain around, everything seems a bit dusty. A fast-moving river today, splashing along with vigor."
1991-05-09,0.0,11.86,-0.2,2.9461,Not a drop of rain today; it feels like the area could use some moisture. The river rushed past with powerful currents.
1991-05-10,0.0,16.49,0.06,2.3214,"With no rain around, everything seems a bit dusty. A steady, noticeable flow in the river brought life to the scene."
1991-05-11,0.0,19.66,0.45,1.8996,"A completely dry day—no signs of rain. A steady, noticeable flow in the river brought life to the scene."
1991-05-12,0.0,23.58,5.01,1.6268,"With no rain around, everything seems a bit dusty. A steady, noticeable flow in the river brought life to the scene."
1991-05-13,0.0,24.31,3.34,1.3827,"A completely dry day—no signs of rain. The river seemed vibrant, moving along with moderate strength."
1991-05-14,0.0,23.21,5.65,1.186,"A completely dry day—no signs of rain. The river was lively today, flowing with moderate energy."
1991-05-15,0.0,19.36,1.89,1.056,"Not a drop of rain today; it feels like the area could use some moisture. The river was lively today, flowing with moderate energy."
1991-05-16,3.02,21.84,3.32,0.9577,"Enough rain fell to give the plants a good drink. With a quiet pace, the river meandered gently along."
1991-05-17,0.0,27.85,7.52,0.9545,Skies were clear all day; no rain touched the ground. A smooth and gentle flow was visible in the river today.
1991-05-18,17.74,20.51,1.74,1.6649,"A strong rainfall today, making the landscape feel lush and saturated. The river seemed vibrant, moving along with moderate strength."
1991-05-19,0.0,13.14,-2.04,1.4239,"A completely dry day—no signs of rain. A healthy flow in the river, moving at a balanced pace."
1991-05-20,0.0,18.91,0.5,1.0973,"With no rain around, everything seems a bit dusty. The river seemed vibrant, moving along with moderate strength."
1991-05-21,0.0,23.74,3.59,0.9165,"A completely dry day—no signs of rain. The river moved along quietly, with a gentle, relaxed flow."
1991-05-22,0.0,25.27,7.53,0.7738,"Skies were clear all day; no rain touched the ground. With a quiet pace, the river meandered gently along."
1991-05-23,0.0,22.59,1.81,0.6755,"Skies were clear all day; no rain touched the ground. The river moved along quietly, with a gentle, relaxed flow."
1991-05-24,0.0,21.39,4.52,0.5994,"Not a drop of rain today; it feels like the area could use some moisture. The river flowed gently, enough to keep the water clear."
1991-05-25,0.0,29.28,12.58,0.5359,A completely dry day—no signs of rain. A smooth and gentle flow was visible in the river today.
1991-05-26,0.0,25.21,5.66,0.4725,"With no rain around, everything seems a bit dusty. A calm river today, trickling at a very slow pace."
1991-05-27,35.36,20.16,7.3,1.6934,"The rain came down hard, flooding the usual spots. The river was lively today, flowing with moderate energy."
1991-05-28,2.47,12.11,7.85,2.5877,"Some steady rain brought a refreshing feel to the surroundings. It flowed fast today, with strong, surging energy."
1991-05-29,0.0,22.5,9.46,1.7569,"Not a drop of rain today; it feels like the area could use some moisture. A steady, noticeable flow in the river brought life to the scene."
1991-05-30,0.0,22.65,5.33,1.1924,"With no rain around, everything seems a bit dusty. The river seemed vibrant, moving along with moderate strength."
1991-05-31,6.63,20.2,7.3,1.0529,"The rain poured down heavily, soaking everything in sight. The river seemed vibrant, moving along with moderate strength."
1991-06-01,3.7,15.69,8.68,1.1163,"A strong rainfall today, making the landscape feel lush and saturated. The river was lively today, flowing with moderate energy."
1991-06-02,0.0,21.56,7.51,0.9228,"Skies were clear all day; no rain touched the ground. The river moved along quietly, with a gentle, relaxed flow."
1991-06-03,0.0,22.46,5.47,0.7389,Not a drop of rain today; it feels like the area could use some moisture. A smooth and gentle flow was visible in the river today.
1991-06-04,8.97,22.1,7.35,0.7072,"The rain came down hard, flooding the usual spots. With a quiet pace, the river meandered gently along."
1991-06-05,5.19,13.95,6.67,0.945,"The rain poured down heavily, soaking everything in sight. The river flowed gently, enough to keep the water clear."
1991-06-06,1.36,13.93,6.91,0.8404,"A bit of drizzle came down, just enough to be felt. With a quiet pace, the river meandered gently along."
1991-06-07,0.0,23.12,6.34,0.6818,"Not a drop of rain today; it feels like the area could use some moisture. With a quiet pace, the river meandered gently along."
1991-06-08,0.0,27.06,9.42,0.5518,"Skies were clear all day; no rain touched the ground. With a quiet pace, the river meandered gently along."
1991-06-09,0.0,25.5,5.94,0.444,"Not a drop of rain today; it feels like the area could use some moisture. The river looked quiet today, with hardly any flow."
1991-06-10,0.0,23.33,8.0,0.3742,"A completely dry day—no signs of rain. Slow and still, the river's flow was almost unnoticeable."
1991-06-11,0.0,27.16,14.76,0.3266,"A completely dry day—no signs of rain. Slow and still, the river's flow was almost unnoticeable."
1991-06-12,0.0,27.47,13.46,0.3013,A completely dry day—no signs of rain. The river was barely moving; it seemed almost stagnant.
1991-06-13,37.78,24.36,8.53,3.9323,"The rain poured down heavily, soaking everything in sight. The river rushed past with powerful currents."
1991-06-14,3.3,17.02,7.43,3.203,"The rain today was steady but not overwhelming, just enough to freshen things up. The river rushed past with powerful currents."
1991-06-15,3.24,20.67,8.91,1.7188,"A decent rainfall that left the ground well-soaked. A healthy flow in the river, moving at a balanced pace."
1991-06-16,8.37,14.12,10.21,1.5444,"The rain came down hard, flooding the usual spots. The river was lively today, flowing with moderate energy."
1991-06-17,12.33,15.45,8.7,2.3435,"The rain poured down heavily, soaking everything in sight. A steady, noticeable flow in the river brought life to the scene."
1991-06-18,2.05,18.65,9.06,2.1184,"Enough rain fell to give the plants a good drink. The river was lively today, flowing with moderate energy."
1991-06-19,0.0,27.09,10.49,1.4271,"Not a drop of rain today; it feels like the area could use some moisture. The river seemed vibrant, moving along with moderate strength."
1991-06-20,0.0,26.99,10.79,1.0782,"Not a drop of rain today; it feels like the area could use some moisture. A healthy flow in the river, moving at a balanced pace."
1991-06-21,0.0,29.27,13.84,0.8436,"Skies were clear all day; no rain touched the ground. The river moved along quietly, with a gentle, relaxed flow."
1991-06-22,0.0,22.54,7.15,0.6786,"Skies were clear all day; no rain touched the ground. With a quiet pace, the river meandered gently along."
1991-06-23,0.0,18.82,5.53,0.5835,"Skies were clear all day; no rain touched the ground. The river moved along quietly, with a gentle, relaxed flow."
1991-06-24,0.0,21.44,5.87,0.5106,"Not a drop of rain today; it feels like the area could use some moisture. The river flowed gently, enough to keep the water clear."
1991-06-25,0.0,24.64,7.8,0.4376,"A completely dry day—no signs of rain. The river looked quiet today, with hardly any flow."
1991-06-26,0.0,26.85,10.47,0.371,"Not a drop of rain today; it feels like the area could use some moisture. A calm river today, trickling at a very slow pace."
1991-06-27,0.0,27.76,13.26,0.333,"Not a drop of rain today; it feels like the area could use some moisture. Slow and still, the river's flow was almost unnoticeable."
1991-06-28,1.37,29.99,18.31,0.3076,A few sprinkles were enough to dampen the earth a little. The river was barely moving; it seemed almost stagnant.
1991-06-29,14.26,30.78,15.36,0.8182,"The rain came down hard, flooding the usual spots. The river moved along quietly, with a gentle, relaxed flow."
1991-06-30,0.0,20.76,10.24,0.7928,"With no rain around, everything seems a bit dusty. The river moved along quietly, with a gentle, relaxed flow."
1991-07-01,0.0,20.87,7.31,0.5011,"Not a drop of rain today; it feels like the area could use some moisture. With a quiet pace, the river meandered gently along."
1991-07-02,0.0,18.9,6.83,0.3742,"Skies were clear all day; no rain touched the ground. Slow and still, the river's flow was almost unnoticeable."
1991-07-03,0.0,23.94,6.78,0.3013,Skies were clear all day; no rain touched the ground. The river was barely moving; it seemed almost stagnant.
1991-07-04,0.0,24.62,7.72,0.2696,"A completely dry day—no signs of rain. Slow and still, the river's flow was almost unnoticeable."
1991-07-05,0.0,26.49,10.69,0.2505,"Not a drop of rain today; it feels like the area could use some moisture. A calm river today, trickling at a very slow pace."
1991-07-06,3.34,20.41,11.25,0.2315,"Some steady rain brought a refreshing feel to the surroundings. A calm river today, trickling at a very slow pace."
1991-07-07,1.31,17.26,11.86,0.2347,"A bit of drizzle came down, just enough to be felt. The river looked quiet today, with hardly any flow."
1991-07-08,1.73,20.41,13.08,0.2442,"Enough rain fell to give the plants a good drink. The river looked quiet today, with hardly any flow."
1991-07-09,5.0,19.36,11.23,0.26,"A strong rainfall today, making the landscape feel lush and saturated. A calm river today, trickling at a very slow pace."
1991-07-10,0.0,17.2,7.83,0.2505,"With no rain around, everything seems a bit dusty. Slow and still, the river's flow was almost unnoticeable."
1991-07-11,0.0,22.96,8.3,0.2125,Not a drop of rain today; it feels like the area could use some moisture. The river was barely moving; it seemed almost stagnant.
1991-07-12,0.0,22.33,9.71,0.1903,Not a drop of rain today; it feels like the area could use some moisture. The river was barely moving; it seemed almost stagnant.
1991-07-13,0.0,25.77,11.48,0.1776,"With no rain around, everything seems a bit dusty. A calm river today, trickling at a very slow pace."
1991-07-14,13.06,24.41,11.96,0.2061,"The rain poured down heavily, soaking everything in sight. The river looked quiet today, with hardly any flow."
1991-07-15,1.7,22.13,11.23,0.2093,"The rain today was steady but not overwhelming, just enough to freshen things up. The river looked quiet today, with hardly any flow."
1991-07-16,0.0,26.61,10.32,0.1808,"Not a drop of rain today; it feels like the area could use some moisture. A calm river today, trickling at a very slow pace."
1991-07-17,0.0,29.28,11.88,0.1554,"A completely dry day—no signs of rain. Slow and still, the river's flow was almost unnoticeable."
1991-07-18,3.4,28.43,17.1,0.1427,"Some steady rain brought a refreshing feel to the surroundings. The river looked quiet today, with hardly any flow."
