,dayl(s),prcp(mm/day),srad(W/m2),swe(mm),tmax(C),tmin(C),vp(Pa),PET,QObs(mm/d),mean_temp,month_index,year,month,tmean,user_data,weather_label
1981-11-19,32832.01,12.48,58.98,0.0,3.04,-0.57,585.6,0.4239,4.4715,1.235,11,1981,11,1.235,"It rained quite heavily, leaving deep puddles around. It flowed fast today, with strong, surging energy.",wet
1981-11-20,32829.65,1.62,106.74,0.0,1.85,-3.37,479.75,0.3485,3.2664,-0.76,11,1981,11,-0.76,"Enough rain fell to give the plants a good drink. It flowed fast today, with strong, surging energy.",dry
1981-11-21,32490.82,19.92,67.58,0.0,1.92,-2.26,514.66,0.3882,4.3763,-0.16999999999999993,11,1981,11,-0.16999999999999993,"It rained quite heavily, leaving deep puddles around. A fast-moving river today, splashing along with vigor.",wet
1981-11-22,32486.39,6.48,55.84,0.0,2.39,-1.0,566.08,0.4075,5.3911,0.6950000000000001,11,1981,11,0.6950000000000001,"It rained quite heavily, leaving deep puddles around. A fast-moving river today, splashing along with vigor.",moderate
1981-11-23,32450.45,0.0,99.25,0.0,1.06,-3.51,471.66,0.3323,3.8689,-1.2249999999999999,11,1981,11,-1.2249999999999999,"With no rain around, everything seems a bit dusty. It flowed fast today, with strong, surging energy.",dry
1981-11-24,32218.89,0.0,129.79,0.0,-0.42,-6.57,360.13,0.2643,2.9017,-3.495,11,1981,11,-3.495,Skies were clear all day; no rain touched the ground. The river rushed past with powerful currents.,dry
1981-11-25,32140.8,0.0,129.54,0.0,-1.6,-7.75,339.16,0.2482,2.296,-4.675,11,1981,11,-4.675,"Not a drop of rain today; it feels like the area could use some moisture. The river seemed vibrant, moving along with moderate strength.",dry
1981-11-26,32138.44,0.0,93.07,0.0,-2.28,-6.52,360.05,0.2851,1.9884,-4.3999999999999995,11,1981,11,-4.3999999999999995,"Not a drop of rain today; it feels like the area could use some moisture. The river was lively today, flowing with moderate energy.",dry
1981-11-27,31945.13,2.99,140.02,0.0,-0.8,-8.77,310.19,0.2189,1.6871,-4.785,11,1981,11,-4.785,"The rain today was steady but not overwhelming, just enough to freshen things up. The river was lively today, flowing with moderate energy.",dry
1981-11-28,31795.19,8.3,107.13,0.0,0.56,-5.55,401.05,0.2797,1.741,-2.495,11,1981,11,-2.495,"It rained quite heavily, leaving deep puddles around. A healthy flow in the river, moving at a balanced pace.",moderate
1981-11-29,31795.19,0.0,151.68,0.0,1.74,-4.89,440.0,0.2237,1.6142,-1.5749999999999997,11,1981,11,-1.5749999999999997,"With no rain around, everything seems a bit dusty. The river was lively today, flowing with moderate energy.",dry
1981-11-30,31759.25,0.0,158.65,0.0,-2.27,-9.1,302.13,0.1742,1.6681,-5.685,11,1981,11,-5.685,"With no rain around, everything seems a bit dusty. The river seemed vibrant, moving along with moderate strength.",dry
1981-12-01,31527.7,0.0,173.82,0.0,-3.05,-10.81,280.0,0.1463,1.3351,-6.93,12,1981,12,-6.93,"Skies were clear all day; no rain touched the ground. A healthy flow in the river, moving at a balanced pace.",dry
1981-12-02,31449.6,6.78,159.41,0.0,2.01,-9.68,298.38,0.1589,1.5793,-3.835,12,1981,12,-3.835,"It rained quite heavily, leaving deep puddles around. A healthy flow in the river, moving at a balanced pace.",moderate
1981-12-03,31449.6,5.37,83.37,0.0,3.59,-0.95,563.8,0.3387,2.3182,1.3199999999999998,12,1981,12,1.3199999999999998,"The rain poured down heavily, soaking everything in sight. A steady, noticeable flow in the river brought life to the scene.",moderate
1981-12-04,31447.24,3.54,96.25,0.0,3.06,-2.22,523.11,0.3019,2.0677,0.41999999999999993,12,1981,12,0.41999999999999993,"The rain poured down heavily, soaking everything in sight. A steady, noticeable flow in the river brought life to the scene.",dry
1981-12-05,31326.12,0.0,191.17,0.0,3.09,-6.19,385.66,0.1016,1.9281,-1.5500000000000003,12,1981,12,-1.5500000000000003,"Skies were clear all day; no rain touched the ground. The river was lively today, flowing with moderate energy.",dry
1981-12-06,31182.08,11.17,134.12,0.0,2.93,-5.37,409.71,0.2048,1.833,-1.22,12,1981,12,-1.22,"The rain poured down heavily, soaking everything in sight. The river seemed vibrant, moving along with moderate strength.",moderate
1981-12-07,31104.01,16.03,75.5,0.0,0.45,-3.48,471.93,0.3061,1.9884,-1.515,12,1981,12,-1.515,"It rained quite heavily, leaving deep puddles around. The river was lively today, flowing with moderate energy.",wet
1981-12-08,31104.01,0.0,95.07,0.0,-0.63,-4.39,440.05,0.2612,1.9091,-2.51,12,1981,12,-2.51,"Not a drop of rain today; it feels like the area could use some moisture. The river seemed vibrant, moving along with moderate strength.",dry
1981-12-09,31104.01,0.0,113.73,0.0,-0.12,-4.54,437.38,0.2289,1.6681,-2.33,12,1981,12,-2.33,"Skies were clear all day; no rain touched the ground. The river was lively today, flowing with moderate energy.",dry
1981-12-10,31068.07,0.52,86.71,0.0,-2.37,-5.65,400.97,0.2545,1.4778,-4.01,12,1981,12,-4.01,"Barely any rain fell; it just barely dampened the ground. The river was lively today, flowing with moderate energy.",dry
1981-12-11,31028.42,3.75,93.48,0.0,-1.02,-5.33,410.94,0.2492,1.3509,-3.175,12,1981,12,-3.175,"It rained quite heavily, leaving deep puddles around. A healthy flow in the river, moving at a balanced pace.",dry
1981-12-12,30908.32,3.99,83.19,0.0,-0.27,-4.21,441.37,0.2745,1.2431,-2.24,12,1981,12,-2.24,"The rain poured down heavily, soaking everything in sight. A healthy flow in the river, moving at a balanced pace.",dry
1981-12-13,30836.49,0.0,203.17,0.0,-0.12,-11.23,261.33,0.0314,1.0465,-5.675,12,1981,12,-5.675,"With no rain around, everything seems a bit dusty. The river was lively today, flowing with moderate energy.",dry
1981-12-14,30762.82,0.0,177.48,0.0,-2.47,-10.49,280.0,0.0837,1.0338,-6.48,12,1981,12,-6.48,"Skies were clear all day; no rain touched the ground. A healthy flow in the river, moving at a balanced pace.",dry
1981-12-15,30758.39,5.37,129.71,0.0,-0.66,-7.74,338.07,0.1683,1.0465,-4.2,12,1981,12,-4.2,"It rained quite heavily, leaving deep puddles around. The river was lively today, flowing with moderate energy.",moderate
1981-12-16,30758.39,14.25,56.31,0.0,-0.46,-3.03,480.46,0.3228,1.1131,-1.7449999999999999,12,1981,12,-1.7449999999999999,"The rain poured down heavily, soaking everything in sight. The river seemed vibrant, moving along with moderate strength.",wet
1981-12-17,30758.39,7.97,133.36,0.0,-0.39,-7.69,340.74,0.1596,1.3192,-4.04,12,1981,12,-4.04,"The rain poured down heavily, soaking everything in sight. The river was lively today, flowing with moderate energy.",moderate
1981-12-18,30758.39,0.0,197.86,0.0,-3.7,-12.85,223.98,0.04,1.1416,-8.275,12,1981,12,-8.275,"Skies were clear all day; no rain touched the ground. The river seemed vibrant, moving along with moderate strength.",dry
1981-12-19,30758.39,10.89,140.36,0.0,-4.02,-12.17,237.58,0.1263,1.0338,-8.094999999999999,12,1981,12,-8.094999999999999,"The rain came down hard, flooding the usual spots. The river seemed vibrant, moving along with moderate strength.",moderate
1981-12-20,30758.39,5.74,122.89,0.0,-8.09,-14.1,204.85,0.1393,0.9831,-11.094999999999999,12,1981,12,-11.094999999999999,"A strong rainfall today, making the landscape feel lush and saturated. A smooth and gentle flow was visible in the river today.",moderate
1981-12-21,30758.39,0.0,197.57,0.0,-10.14,-19.45,124.85,0.0481,0.9197,-14.795,12,1981,12,-14.795,"Skies were clear all day; no rain touched the ground. The river moved along quietly, with a gentle, relaxed flow.",dry
1981-12-22,30758.39,0.0,220.33,0.0,-3.22,-17.29,160.0,0.0,0.8879,-10.254999999999999,12,1981,12,-10.254999999999999,"Skies were clear all day; no rain touched the ground. The river moved along quietly, with a gentle, relaxed flow.",dry
1981-12-23,30758.39,0.88,172.05,0.0,-1.94,-9.88,280.59,0.0831,0.8562,-5.91,12,1981,12,-5.91,"A few sprinkles were enough to dampen the earth a little. The river moved along quietly, with a gentle, relaxed flow.",dry
1981-12-24,30758.39,15.54,110.61,0.0,-1.43,-7.4,344.59,0.1993,0.8245,-4.415,12,1981,12,-4.415,"A strong rainfall today, making the landscape feel lush and saturated. A smooth and gentle flow was visible in the river today.",wet
1981-12-25,30758.39,0.0,199.25,0.0,1.41,-8.45,323.44,0.0336,0.7928,-3.5199999999999996,12,1981,12,-3.5199999999999996,"With no rain around, everything seems a bit dusty. A smooth and gentle flow was visible in the river today.",dry
1981-12-26,30758.39,0.0,211.52,0.0,-1.64,-13.16,220.42,0.0152,0.7928,-7.4,12,1981,12,-7.4,"A completely dry day—no signs of rain. With a quiet pace, the river meandered gently along.",dry
1981-12-27,30758.39,0.0,211.62,0.0,-3.04,-14.48,200.0,0.0235,0.777,-8.76,12,1981,12,-8.76,"A completely dry day—no signs of rain. The river moved along quietly, with a gentle, relaxed flow.",dry
1981-12-28,30762.82,11.35,124.34,0.0,-4.81,-11.73,252.98,0.1591,0.7611,-8.27,12,1981,12,-8.27,"It rained quite heavily, leaving deep puddles around. A smooth and gentle flow was visible in the river today.",moderate
1981-12-29,30836.49,5.38,84.57,0.0,-2.8,-7.07,352.63,0.2454,0.7611,-4.9350000000000005,12,1981,12,-4.9350000000000005,"The rain poured down heavily, soaking everything in sight. With a quiet pace, the river meandered gently along.",moderate
1981-12-30,30980.53,3.65,156.01,0.0,-1.31,-11.69,240.13,0.1146,0.7452,-6.5,12,1981,12,-6.5,"A strong rainfall today, making the landscape feel lush and saturated. The river flowed gently, enough to keep the water clear.",dry
1981-12-31,31068.07,0.0,226.26,0.0,-5.13,-18.46,146.95,0.0226,0.7452,-11.795,12,1981,12,-11.795,"A completely dry day—no signs of rain. With a quiet pace, the river meandered gently along.",dry
1982-01-01,31101.65,0.0,187.83,0.0,-2.11,-16.12,183.69,0.068,0.7294,-9.115,1,1982,1,-9.115,"With no rain around, everything seems a bit dusty. The river moved along quietly, with a gentle, relaxed flow.",dry
1982-01-02,31104.01,18.91,94.23,0.0,-2.04,-10.1,278.73,0.2252,0.7294,-6.07,1,1982,1,-6.07,"A strong rainfall today, making the landscape feel lush and saturated. A smooth and gentle flow was visible in the river today.",wet
1982-01-03,31104.01,0.0,197.81,0.0,-6.39,-20.95,118.08,0.0658,0.7294,-13.67,1,1982,1,-13.67,"Skies were clear all day; no rain touched the ground. The river moved along quietly, with a gentle, relaxed flow.",dry
1982-01-04,31104.01,0.0,194.83,0.0,-3.47,-17.68,148.85,0.0696,0.7611,-10.575,1,1982,1,-10.575,"Not a drop of rain today; it feels like the area could use some moisture. With a quiet pace, the river meandered gently along.",dry
1982-01-05,31253.96,29.15,141.33,0.0,5.71,-7.47,360.0,0.188,0.8245,-0.8799999999999999,1,1982,1,-0.8799999999999999,"It rained quite heavily, leaving deep puddles around. The river moved along quietly, with a gentle, relaxed flow.",wet
1982-01-06,31413.66,0.0,217.39,0.0,-0.75,-17.1,160.0,0.043,1.2685,-8.925,1,1982,1,-8.925,"A completely dry day—no signs of rain. The river seemed vibrant, moving along with moderate strength.",dry
1982-01-07,31449.6,0.88,181.45,0.0,-4.55,-16.78,164.58,0.1044,2.1564,-10.665000000000001,1,1982,1,-10.665000000000001,"The rain was so light, it hardly made a difference. A healthy flow in the river, moving at a balanced pace.",dry
1982-01-08,31449.6,1.15,214.2,0.0,-2.92,-19.93,130.08,0.066,1.9027,-11.425,1,1982,1,-11.425,"The rain was so light, it hardly made a difference. The river was lively today, flowing with moderate energy.",dry
1982-01-09,31454.02,0.0,186.1,0.0,-14.74,-26.58,80.0,0.096,1.7125,-20.66,1,1982,1,-20.66,"With no rain around, everything seems a bit dusty. The river was lively today, flowing with moderate energy.",dry
1982-01-10,31671.72,0.0,217.0,0.0,-12.17,-27.11,80.0,0.0862,1.5856,-19.64,1,1982,1,-19.64,"Not a drop of rain today; it feels like the area could use some moisture. The river was lively today, flowing with moderate energy.",dry
1982-01-11,31795.19,0.0,213.9,0.0,-17.23,-31.5,40.0,0.082,1.4905,-24.365000000000002,1,1982,1,-24.365000000000002,"Skies were clear all day; no rain touched the ground. A steady, noticeable flow in the river brought life to the scene.",dry
1982-01-12,31795.19,0.0,224.71,0.0,-15.12,-30.5,40.0,0.0821,1.4271,-22.81,1,1982,1,-22.81,"With no rain around, everything seems a bit dusty. A steady, noticeable flow in the river brought life to the scene.",dry
1982-01-13,31799.61,0.0,192.45,0.0,-15.19,-27.04,80.0,0.1076,1.3478,-21.115,1,1982,1,-21.115,"A completely dry day—no signs of rain. A healthy flow in the river, moving at a balanced pace.",dry
1982-01-14,32065.2,7.11,131.98,0.0,-11.92,-22.22,114.0,0.1491,1.3002,-17.07,1,1982,1,-17.07,"The rain poured down heavily, soaking everything in sight. A healthy flow in the river, moving at a balanced pace.",moderate
1982-01-15,32140.8,2.91,98.47,0.0,-9.14,-15.09,190.03,0.2075,1.2368,-12.115,1,1982,1,-12.115,"Enough rain fell to give the plants a good drink. A steady, noticeable flow in the river brought life to the scene.",dry
1982-01-16,32140.8,0.14,218.45,0.0,-6.75,-20.41,120.58,0.1228,1.1892,-13.58,1,1982,1,-13.58,"A completely dry day—no signs of rain. A healthy flow in the river, moving at a balanced pace.",dry
1982-01-17,32362.92,3.07,195.88,0.0,-7.27,-23.39,89.78,0.132,1.1416,-15.33,1,1982,1,-15.33,"A decent rainfall that left the ground well-soaked. The river seemed vibrant, moving along with moderate strength.",dry
1982-01-18,32486.39,0.0,188.41,0.0,-20.02,-30.63,40.0,0.1086,1.1099,-25.325,1,1982,1,-25.325,"With no rain around, everything seems a bit dusty. The river was lively today, flowing with moderate energy.",dry
1982-01-19,32486.39,0.0,205.2,0.0,-18.22,-29.98,40.0,0.1135,1.0624,-24.1,1,1982,1,-24.1,"With no rain around, everything seems a bit dusty. The river seemed vibrant, moving along with moderate strength.",dry
1982-01-20,32708.53,0.0,197.94,0.0,-12.76,-23.87,80.0,0.1426,1.0307,-18.315,1,1982,1,-18.315,"With no rain around, everything seems a bit dusty. A steady, noticeable flow in the river brought life to the scene.",dry
1982-01-21,32832.01,0.0,276.66,0.0,-6.1,-26.9,80.0,0.1223,0.9989,-16.5,1,1982,1,-16.5,"With no rain around, everything seems a bit dusty. A smooth and gentle flow was visible in the river today.",dry
1982-01-22,32832.01,0.0,227.8,0.0,-14.63,-27.72,80.0,0.1419,0.9672,-21.175,1,1982,1,-21.175,"A completely dry day—no signs of rain. With a quiet pace, the river meandered gently along.",dry
1982-01-23,33102.0,0.0,243.81,0.0,-14.83,-29.16,41.22,0.1321,0.9514,-21.995,1,1982,1,-21.995,"A completely dry day—no signs of rain. With a quiet pace, the river meandered gently along.",dry
1982-01-24,33177.6,13.35,204.97,0.0,-6.54,-24.38,80.13,0.1703,0.9197,-15.459999999999999,1,1982,1,-15.459999999999999,"A strong rainfall today, making the landscape feel lush and saturated. The river flowed gently, enough to keep the water clear.",wet
1982-01-25,33182.02,0.0,253.88,0.0,-6.54,-21.3,115.18,0.1798,0.9038,-13.92,1,1982,1,-13.92,"With no rain around, everything seems a bit dusty. The river flowed gently, enough to keep the water clear.",dry
1982-01-26,33523.2,0.0,240.79,0.0,-16.87,-30.03,40.0,0.1452,0.8879,-23.450000000000003,1,1982,1,-23.450000000000003,"Skies were clear all day; no rain touched the ground. With a quiet pace, the river meandered gently along.",dry
1982-01-27,33523.2,0.0,241.92,0.0,-16.14,-29.17,40.45,0.1532,0.8562,-22.655,1,1982,1,-22.655,"A completely dry day—no signs of rain. With a quiet pace, the river meandered gently along.",dry
1982-01-28,33745.35,0.0,271.49,0.0,-10.01,-25.81,80.0,0.1855,0.8404,-17.91,1,1982,1,-17.91,"A completely dry day—no signs of rain. The river moved along quietly, with a gentle, relaxed flow.",dry
1982-01-29,33868.82,3.0,223.57,0.0,-2.19,-18.46,142.14,0.2417,0.8245,-10.325000000000001,1,1982,1,-10.325000000000001,"The rain today was steady but not overwhelming, just enough to freshen things up. The river moved along quietly, with a gentle, relaxed flow.",dry
1982-01-30,33873.24,0.0,293.83,0.0,-4.62,-22.37,120.0,0.2251,0.8087,-13.495000000000001,1,1982,1,-13.495000000000001,"A completely dry day—no signs of rain. With a quiet pace, the river meandered gently along.",dry
1982-01-31,34214.39,7.95,212.03,0.0,-2.41,-18.32,155.06,0.2687,0.7928,-10.365,1,1982,1,-10.365,"The rain poured down heavily, soaking everything in sight. The river flowed gently, enough to keep the water clear.",moderate
1982-02-01,34214.39,14.32,145.29,0.0,-4.28,-13.22,228.27,0.3131,0.777,-8.75,2,1982,2,-8.75,"It rained quite heavily, leaving deep puddles around. The river flowed gently, enough to keep the water clear.",wet
1982-02-02,34557.63,0.12,295.72,0.0,-3.01,-19.33,121.17,0.2646,0.7611,-11.169999999999998,2,1982,2,-11.169999999999998,"Not a drop of rain today; it feels like the area could use some moisture. The river flowed gently, enough to keep the water clear.",dry
1982-02-03,34559.99,11.53,225.47,0.0,-0.62,-16.96,159.2,0.308,0.7611,-8.790000000000001,2,1982,2,-8.790000000000001,"A strong rainfall today, making the landscape feel lush and saturated. A smooth and gentle flow was visible in the river today.",wet
1982-02-04,34830.0,16.82,150.96,0.0,2.41,-6.43,378.55,0.4347,0.7452,-2.01,2,1982,2,-2.01,"A strong rainfall today, making the landscape feel lush and saturated. A smooth and gentle flow was visible in the river today.",wet
1982-02-05,34905.59,0.0,338.24,0.0,0.45,-19.52,133.03,0.3115,0.8879,-9.535,2,1982,2,-9.535,"Skies were clear all day; no rain touched the ground. The river flowed gently, enough to keep the water clear.",dry
1982-02-06,35055.52,8.63,190.72,0.0,-6.22,-17.5,154.63,0.3127,1.3002,-11.86,2,1982,2,-11.86,"It rained quite heavily, leaving deep puddles around. A healthy flow in the river, moving at a balanced pace.",moderate
1982-02-07,35251.2,0.0,295.7,0.0,-5.27,-19.05,135.69,0.335,1.1416,-12.16,2,1982,2,-12.16,"With no rain around, everything seems a bit dusty. A healthy flow in the river, moving at a balanced pace.",dry
1982-02-08,35329.3,0.0,284.71,0.0,-5.14,-17.85,157.7,0.3585,1.0148,-11.495000000000001,2,1982,2,-11.495000000000001,"With no rain around, everything seems a bit dusty. The river was lively today, flowing with moderate energy.",dry
1982-02-09,35596.8,0.0,275.6,0.0,-4.13,-15.97,179.68,0.3882,0.9514,-10.05,2,1982,2,-10.05,"A completely dry day—no signs of rain. The river moved along quietly, with a gentle, relaxed flow.",dry
1982-02-10,35601.23,8.86,150.79,0.0,-5.2,-12.92,229.6,0.3762,0.8879,-9.06,2,1982,2,-9.06,"It rained quite heavily, leaving deep puddles around. The river moved along quietly, with a gentle, relaxed flow.",moderate
1982-02-11,35942.4,0.0,338.47,0.0,-7.09,-22.77,98.2,0.3622,0.8245,-14.93,2,1982,2,-14.93,"With no rain around, everything seems a bit dusty. A smooth and gentle flow was visible in the river today.",dry
1982-02-12,35942.4,0.0,320.04,0.0,-7.19,-21.21,119.31,0.3829,0.7611,-14.200000000000001,2,1982,2,-14.200000000000001,A completely dry day—no signs of rain. A smooth and gentle flow was visible in the river today.,dry
1982-02-13,36288.0,0.0,336.84,0.0,-5.65,-20.66,120.0,0.413,0.7294,-13.155000000000001,2,1982,2,-13.155000000000001,"Skies were clear all day; no rain touched the ground. The river flowed gently, enough to keep the water clear.",dry
1982-02-14,36288.0,1.19,321.84,0.0,-6.23,-19.91,120.0,0.4198,0.7135,-13.07,2,1982,2,-13.07,"A bit of drizzle came down, just enough to be felt. A smooth and gentle flow was visible in the river today.",dry
1982-02-15,36633.59,0.0,359.6,0.0,-5.47,-22.05,118.9,0.4448,0.6818,-13.76,2,1982,2,-13.76,"A completely dry day—no signs of rain. The river moved along quietly, with a gentle, relaxed flow.",dry
1982-02-16,36633.59,0.0,368.42,0.0,2.75,-14.64,200.31,0.584,0.666,-5.945,2,1982,2,-5.945,Not a drop of rain today; it feels like the area could use some moisture. A smooth and gentle flow was visible in the river today.,dry
1982-02-17,36979.2,0.0,370.92,0.0,-1.17,-18.43,140.44,0.5341,0.6501,-9.8,2,1982,2,-9.8,"With no rain around, everything seems a bit dusty. A smooth and gentle flow was visible in the river today.",dry
1982-02-18,36983.62,0.0,407.81,0.0,-3.54,-25.47,80.0,0.4806,0.6501,-14.504999999999999,2,1982,2,-14.504999999999999,"Skies were clear all day; no rain touched the ground. With a quiet pace, the river meandered gently along.",dry
1982-02-19,37324.8,0.0,411.99,0.0,-1.95,-24.5,79.93,0.5131,0.6342,-13.225,2,1982,2,-13.225,Not a drop of rain today; it feels like the area could use some moisture. A smooth and gentle flow was visible in the river today.,dry
1982-02-20,37402.91,4.78,267.42,0.0,-2.44,-17.26,156.53,0.5166,0.6342,-9.850000000000001,2,1982,2,-9.850000000000001,"A strong rainfall today, making the landscape feel lush and saturated. With a quiet pace, the river meandered gently along.",moderate
1982-02-21,37670.41,0.0,268.63,0.0,2.08,-8.12,330.97,0.7034,0.6342,-3.0199999999999996,2,1982,2,-3.0199999999999996,"Not a drop of rain today; it feels like the area could use some moisture. With a quiet pace, the river meandered gently along.",dry
1982-02-22,37820.34,7.37,164.71,0.0,0.22,-7.58,345.92,0.593,0.6342,-3.68,2,1982,2,-3.68,"The rain came down hard, flooding the usual spots. The river moved along quietly, with a gentle, relaxed flow.",moderate
1982-02-23,38016.03,4.73,133.86,0.0,-2.51,-8.37,323.2,0.5279,0.6342,-5.4399999999999995,2,1982,2,-5.4399999999999995,"It rained quite heavily, leaving deep puddles around. A smooth and gentle flow was visible in the river today.",moderate
1982-02-24,38325.66,0.0,406.21,0.0,-0.36,-17.58,153.31,0.7098,0.6342,-8.969999999999999,2,1982,2,-8.969999999999999,"Not a drop of rain today; it feels like the area could use some moisture. The river moved along quietly, with a gentle, relaxed flow.",dry
1982-02-25,38361.61,0.0,370.07,0.0,-6.31,-20.29,119.61,0.5997,0.6342,-13.299999999999999,2,1982,2,-13.299999999999999,Skies were clear all day; no rain touched the ground. A smooth and gentle flow was visible in the river today.,dry
1982-02-26,38707.21,0.0,229.21,0.0,-13.56,-20.89,118.11,0.4127,0.6342,-17.225,2,1982,2,-17.225,Not a drop of rain today; it feels like the area could use some moisture. A smooth and gentle flow was visible in the river today.,dry
1982-02-27,38707.21,0.0,351.64,0.0,-11.32,-23.69,80.29,0.5145,0.6184,-17.505000000000003,2,1982,2,-17.505000000000003,"A completely dry day—no signs of rain. With a quiet pace, the river meandered gently along.",dry
1982-02-28,39052.8,0.0,436.95,0.0,-7.94,-25.71,79.67,0.6152,0.6184,-16.825,2,1982,2,-16.825,"Not a drop of rain today; it feels like the area could use some moisture. The river flowed gently, enough to keep the water clear.",dry
1982-03-01,39052.8,0.0,468.35,0.0,-10.11,-31.33,40.0,0.5515,0.6184,-20.72,3,1982,3,-20.72,"With no rain around, everything seems a bit dusty. A smooth and gentle flow was visible in the river today.",dry
1982-03-02,39398.41,5.86,342.7,0.0,-6.97,-26.13,77.48,0.5532,0.6184,-16.55,3,1982,3,-16.55,"A strong rainfall today, making the landscape feel lush and saturated. The river moved along quietly, with a gentle, relaxed flow.",moderate
1982-03-03,39398.41,0.0,390.19,0.0,-3.09,-16.95,160.0,0.7995,0.6184,-10.02,3,1982,3,-10.02,Not a drop of rain today; it feels like the area could use some moisture. A smooth and gentle flow was visible in the river today.,dry
1982-03-04,39744.0,0.0,426.71,0.0,-7.55,-23.36,81.2,0.6897,0.6025,-15.455,3,1982,3,-15.455,"Skies were clear all day; no rain touched the ground. The river flowed gently, enough to keep the water clear.",dry
1982-03-05,39748.42,10.54,333.55,0.0,-0.25,-17.03,158.0,0.7873,0.6025,-8.64,3,1982,3,-8.64,"The rain poured down heavily, soaking everything in sight. With a quiet pace, the river meandered gently along.",moderate
1982-03-06,40089.58,0.0,448.8,0.0,3.19,-13.94,216.17,1.0922,0.6025,-5.375,3,1982,3,-5.375,"Skies were clear all day; no rain touched the ground. With a quiet pace, the river meandered gently along.",dry
1982-03-07,40435.21,0.0,391.27,0.0,2.18,-10.95,263.21,1.081,0.6342,-4.385,3,1982,3,-4.385,"With no rain around, everything seems a bit dusty. A smooth and gentle flow was visible in the river today.",dry
1982-03-08,40435.21,14.16,157.76,0.0,1.5,-4.61,435.55,0.7728,0.7294,-1.5550000000000002,3,1982,3,-1.5550000000000002,"A strong rainfall today, making the landscape feel lush and saturated. With a quiet pace, the river meandered gently along.",wet
1982-03-09,40780.81,0.0,504.94,0.0,-1.03,-21.94,103.3,0.9823,0.8245,-11.485000000000001,3,1982,3,-11.485000000000001,"Not a drop of rain today; it feels like the area could use some moisture. The river moved along quietly, with a gentle, relaxed flow.",dry
1982-03-10,40780.81,2.04,409.53,0.0,-4.62,-19.8,132.32,0.8632,0.7611,-12.21,3,1982,3,-12.21,"The rain today was steady but not overwhelming, just enough to freshen things up. A smooth and gentle flow was visible in the river today.",dry
1982-03-11,41126.39,0.01,405.91,0.0,0.89,-12.29,237.62,1.1329,0.6977,-5.699999999999999,3,1982,3,-5.699999999999999,Skies were clear all day; no rain touched the ground. A smooth and gentle flow was visible in the river today.,dry
1982-03-12,41126.39,2.49,195.39,0.0,3.72,-2.58,509.96,0.9717,0.666,0.5700000000000001,3,1982,3,0.5700000000000001,"A decent rainfall that left the ground well-soaked. The river moved along quietly, with a gentle, relaxed flow.",dry
1982-03-13,41471.99,1.63,178.86,0.0,4.93,-0.67,584.67,0.9982,0.6977,2.13,3,1982,3,2.13,"Enough rain fell to give the plants a good drink. The river flowed gently, enough to keep the water clear.",dry
1982-03-14,41550.07,4.1,151.49,0.0,3.58,-1.88,529.88,0.887,0.8879,0.8500000000000001,3,1982,3,0.8500000000000001,"The rain poured down heavily, soaking everything in sight. A smooth and gentle flow was visible in the river today.",moderate
1982-03-15,41817.58,0.0,386.44,0.0,2.84,-8.37,324.54,1.3177,1.2685,-2.7649999999999997,3,1982,3,-2.7649999999999997,"A completely dry day—no signs of rain. A steady, noticeable flow in the river brought life to the scene.",dry
1982-03-16,42163.21,0.0,360.16,0.0,-0.28,-10.26,276.38,1.1669,1.1099,-5.27,3,1982,3,-5.27,"Skies were clear all day; no rain touched the ground. The river seemed vibrant, moving along with moderate strength.",dry
1982-03-17,42163.21,0.0,393.34,0.0,4.3,-6.74,371.64,1.4575,1.0148,-1.2200000000000002,3,1982,3,-1.2200000000000002,"Skies were clear all day; no rain touched the ground. The river seemed vibrant, moving along with moderate strength.",dry
1982-03-18,42508.81,0.0,507.07,0.0,7.71,-8.94,306.88,1.7553,0.7611,-0.6149999999999998,3,1982,3,-0.6149999999999998,"With no rain around, everything seems a bit dusty. A smooth and gentle flow was visible in the river today.",dry
1982-03-19,42508.81,0.0,464.39,0.0,8.71,-5.15,423.53,1.8525,1.0148,1.7800000000000002,3,1982,3,1.7800000000000002,"A completely dry day—no signs of rain. A healthy flow in the river, moving at a balanced pace.",dry
1982-03-20,42854.41,0.0,443.26,0.0,8.02,-4.41,442.16,1.8364,0.8879,1.8049999999999997,3,1982,3,1.8049999999999997,"With no rain around, everything seems a bit dusty. A smooth and gentle flow was visible in the river today.",dry
1982-03-21,42854.41,0.0,521.21,0.0,6.19,-9.76,293.94,1.8055,0.7611,-1.7849999999999997,3,1982,3,-1.7849999999999997,"Skies were clear all day; no rain touched the ground. The river flowed gently, enough to keep the water clear.",dry
1982-03-22,43200.0,13.64,307.01,0.0,4.24,-6.24,383.01,1.3331,0.666,-1.0,3,1982,3,-1.0,"The rain came down hard, flooding the usual spots. With a quiet pace, the river meandered gently along.",wet
1982-03-23,43545.59,6.68,258.47,0.0,2.08,-6.01,398.62,1.1774,0.6025,-1.9649999999999999,3,1982,3,-1.9649999999999999,"The rain poured down heavily, soaking everything in sight. A smooth and gentle flow was visible in the river today.",moderate
1982-03-24,43545.59,0.0,579.28,0.0,3.51,-15.96,178.63,1.7133,0.555,-6.2250000000000005,3,1982,3,-6.2250000000000005,"With no rain around, everything seems a bit dusty. With a quiet pace, the river meandered gently along.",dry
